

















932.8027,201.55939,1128.2992,325.45508,0.92402697,0.98259854,7.0|
933.1135,204.45625,1169.9854,341.83878,0.9533958,0.98250157,7.0|

1033.7192,208.82251,1239.3136,367.65222,0.9669973,0.96947396,7.0|

















366.3563,228.37701,421.5712,255.7008,0.8506958,0.9858948,2.0|



























































































































































































































































740.59045,178.10466,761.48755,191.51132,0.82716537,0.98328084,2.0|
723.1609,179.56676,744.60187,193.01611,0.8940674,0.99194497,2.0|




























411.86774,183.96208,457.18945,213.86273,0.84057355,0.9856596,2.0|
707.05896,180.4121,796.18463,237.7719,0.9229212,0.98746604,2.0|405.10587,185.67703,446.5266,217.27164,0.82423264,0.983905,2.0|
400.80066,184.4726,450.21484,216.87666,0.9249732,0.987513,2.0|

735.1851,186.24968,869.13684,255.61127,0.98998696,0.98917526,2.0|
738.63367,189.52718,908.5498,258.1111,0.95954204,0.98614746,2.0|
750.2729,186.1879,916.66974,261.3924,0.97610825,0.9984597,2.0|
755.35986,185.60065,976.9922,270.26608,0.9972024,0.9987085,2.0|
787.1098,183.92274,1026.6123,276.1824,0.9898746,0.9970613,2.0|
806.9576,187.75623,1060.9716,283.90137,0.99137974,0.9925332,2.0|
839.38934,184.34326,1112.8832,291.31,0.98891324,0.9940147,2.0|
858.1227,182.14088,1154.9309,298.24692,0.99878806,0.9991136,2.0|
891.3181,182.21808,1216.4927,326.68387,0.9991304,0.99946326,2.0|401.27216,186.25941,447.99768,218.38113,0.81579876,0.9862455,2.0|
940.3256,175.48473,1239.3402,335.01923,0.9978619,0.99843496,2.0|398.9145,187.72974,448.87335,218.27203,0.84611064,0.9785584,2.0|
983.5642,175.55075,1244.4557,361.61578,0.99835604,0.99869674,2.0|393.55728,189.9486,447.41623,221.3338,0.9104371,0.992192,2.0|
1045.2538,171.71312,1242.0541,376.351,0.9966884,0.99803406,2.0|391.46545,189.7341,446.33224,221.4802,0.87056375,0.9618245,2.0|



382.8482,185.09889,443.7633,234.56918,0.96245646,0.92654246,2.0|
376.99448,184.91331,442.6567,236.66928,0.94356626,0.9478908,2.0|


356.99112,186.20242,436.6443,242.32701,0.9145038,0.9678657,2.0|
352.35193,196.78491,433.1309,247.68356,0.9273938,0.98163223,2.0|
345.10538,199.31554,433.03616,252.84431,0.9714031,0.98752403,2.0|
339.71008,197.03522,425.78076,257.48248,0.90360254,0.9800167,2.0|
331.96448,194.72609,421.35828,264.08783,0.94188356,0.9828234,2.0|
318.39478,192.73224,423.48453,267.1253,0.96292925,0.9835692,2.0|
302.19293,185.8276,417.32983,271.42868,0.98859787,0.99590236,2.0|517.4974,178.84595,564.0166,209.17612,0.8219831,0.8694898,2.0|
285.98663,185.0699,414.03793,280.25922,0.997884,0.9939156,2.0|518.1159,179.58209,565.25,210.9801,0.84672046,0.851476,2.0|
254.26567,189.09119,415.7075,287.72055,0.99724567,0.9955649,2.0|
235.1202,185.08446,386.7559,296.1884,0.99901724,0.99480695,2.0|
198.10577,184.55266,375.33597,298.1267,0.9993056,0.99236906,2.0|521.3462,185.82214,566.7949,215.85316,0.8913014,0.9145993,2.0|
151.12465,177.8625,363.465,311.63745,0.9994311,0.99230134,2.0|680.0336,191.91763,765.7544,248.31589,0.8670119,0.98917097,2.0|520.2695,185.80722,569.3473,214.84099,0.8805665,0.8286162,2.0|
105.557556,187.66838,362.26068,332.88547,0.9996773,0.9992493,2.0|682.4274,193.3778,774.9828,245.54738,0.8461648,0.9781017,2.0|518.8682,181.60411,571.6789,217.46893,0.9343654,0.8551928,2.0|
27.912132,189.14558,335.53418,351.6793,0.9990689,0.999566,2.0|469.0975,186.84174,510.9907,212.99977,0.8866491,0.98049337,2.0|518.0061,179.04915,572.7084,220.06696,0.93505675,0.9114556,2.0|
3.1201515,192.60963,288.11078,360.32477,0.9996393,0.9955291,2.0|690.2469,192.39005,818.03326,248.85938,0.9792979,0.95702964,2.0|
-1.3463318,192.97237,249.32294,377.67892,0.9991627,0.99892825,2.0|700.94836,187.39244,839.676,245.06654,0.964156,0.9097992,2.0|
-1.8706418,190.53665,203.53786,375.46222,0.9968861,0.99737996,2.0|722.4638,190.9492,853.5411,252.99461,0.9794296,0.85961455,2.0|
4.9685373,197.84584,154.58981,377.8277,0.9946437,0.996545,2.0|721.78076,193.06091,898.9637,262.91388,0.9955403,0.8850693,2.0|469.97812,188.09227,513.2312,214.40399,0.8335168,0.9597226,2.0|
1.3137223,198.48836,84.6009,375.4889,0.98359275,0.99101955,2.0|726.54156,193.68391,893.8816,264.12903,0.9333775,0.8319156,2.0|724.60974,188.39813,918.1652,268.83942,0.9585182,0.5534118,7.0|
738.97797,196.65768,931.86163,271.15625,0.9964504,0.9876936,2.0|
756.27515,194.14851,955.5928,275.68268,0.99781346,0.98055434,2.0|476.85757,190.85512,513.7576,217.90369,0.8258926,0.97157705,2.0|532.91315,175.0059,590.86285,225.06844,0.83991337,0.45066288,7.0|
781.0751,192.8713,1003.1375,283.02258,0.99804986,0.9939043,2.0|484.7145,190.23851,528.2218,220.21808,0.8109839,0.93761593,2.0|534.70416,173.87202,600.25964,224.91525,0.82544804,0.6690838,7.0|
796.1163,194.7603,1035.3402,286.94266,0.9983999,0.99510276,2.0|
817.14795,186.47664,1092.3741,294.8166,0.99918574,0.9930212,2.0|
843.6856,193.4876,1162.9095,321.01904,0.99905723,0.9867749,2.0|
879.2456,192.8861,1226.7864,333.1569,0.99705964,0.99698776,2.0|559.1345,170.82645,633.4528,230.04904,0.8038661,0.7108936,7.0|
934.2943,197.14351,1243.994,343.80725,0.97781163,0.9703986,2.0|568.5333,183.32289,643.69824,233.17128,0.8367812,0.37884858,7.0|
992.158,195.17528,1235.3525,379.7413,0.99515015,0.9916557,2.0|573.78217,173.63258,654.02246,234.12013,0.8947184,0.6117065,5.0|
1062.5317,197.45145,1244.3049,381.6638,0.95663345,0.9890954,2.0|565.8607,164.4145,656.9711,238.2983,0.88056505,0.8091316,5.0|
1150.5381,250.10117,1241.5076,388.57904,0.89094037,0.9717603,2.0|
593.0893,169.97173,681.5675,241.33891,0.96643907,0.8655036,7.0|
598.16473,167.87035,691.5098,242.1711,0.9808059,0.7500098,7.0|
603.98114,167.67284,701.95135,244.70432,0.9307551,0.7214284,7.0|
612.02625,168.14415,722.06085,248.89767,0.947409,0.90737444,7.0|543.24615,175.83911,597.6742,232.93117,0.86930186,0.93908113,7.0|
619.2975,172.36751,728.2581,253.8839,0.9640999,0.8621306,7.0|
624.70483,168.40329,743.31647,252.2649,0.8465202,0.9077627,7.0|
557.4741,178.77881,612.9338,240.57135,0.9643793,0.8856267,7.0|633.65594,169.60783,750.5186,259.632,0.95426387,0.878619,7.0|
628.54816,162.40213,773.17633,266.54214,0.94725513,0.902796,7.0|562.93726,182.02477,623.88617,242.36621,0.92603034,0.8348771,7.0|
638.25995,161.80373,785.19,269.13684,0.9574948,0.90867966,7.0|567.1554,191.24817,641.7723,243.80179,0.8942852,0.54111457,2.0|
653.22156,159.1665,801.685,276.41882,0.9657188,0.95572287,7.0|572.9822,179.95763,638.94775,245.86606,0.9702674,0.908274,7.0|
657.2959,161.4087,825.82715,281.874,0.9301519,0.9492688,7.0|576.31134,178.15314,643.23553,244.06198,0.94635904,0.8523582,7.0|
673.6196,160.50974,856.34827,284.67435,0.9502644,0.978101,7.0|585.60944,179.133,655.2079,245.47668,0.94814473,0.87996686,7.0|
691.5928,157.82445,879.50287,291.455,0.9596194,0.9841801,7.0|585.0858,176.98917,664.41833,244.78593,0.98261374,0.88581437,7.0|
642.1787,104.34974,950.04846,316.18484,0.8901146,0.9988393,7.0|592.8919,176.40582,671.5004,249.10469,0.9947732,0.77007055,7.0|
689.8011,139.8202,966.46313,309.23682,0.91522956,0.99882144,7.0|598.41534,175.25558,679.8081,253.2669,0.981556,0.7621008,7.0|
670.6603,135.76532,1034.5734,318.4992,0.92531604,0.9993268,7.0|602.84875,172.64377,691.17535,254.58858,0.99443454,0.88652056,7.0|
710.63165,143.63248,1080.5563,336.98322,0.9562697,0.99927896,7.0|611.7825,172.37965,700.6622,255.75113,0.9909457,0.87460065,7.0|
747.76733,143.11165,1148.253,346.1698,0.97135395,0.9982412,7.0|619.0606,171.70137,716.3153,257.33234,0.93404835,0.868148,7.0|
793.57855,120.81332,1213.8156,366.73163,0.9941479,0.99800915,7.0|631.62573,170.90483,729.55365,260.84476,0.94116235,0.8045928,7.0|
821.4157,122.28583,1227.5396,374.04465,0.99813557,0.99751484,7.0|636.96094,177.32568,746.16473,271.13095,0.99353963,0.5618288,7.0|
858.3776,119.028946,1228.8406,374.52777,0.9958496,0.9873799,7.0|645.8178,174.44434,758.20264,270.46677,0.992428,0.7704583,7.0|
881.85583,112.24585,1233.2195,379.85748,0.99558,0.955634,7.0|643.9399,169.53204,776.4058,276.8305,0.8285988,0.86895335,7.0|
653.1411,174.01736,788.0512,284.73932,0.9956097,0.881983,7.0|933.0685,110.73919,1244.6095,378.81747,0.9136223,0.8400162,7.0|
997.90546,76.5643,1244.2607,392.8386,0.960212,0.94021904,7.0|661.76373,168.74364,807.8405,289.15704,0.98079324,0.75288695,7.0|
657.80853,172.35548,831.51306,298.26727,0.9966606,0.8441832,7.0|1060.881,113.487755,1236.6953,392.3009,0.9874396,0.7703179,2.0|1068.3134,61.040977,1242.9578,395.5114,0.8873035,0.6653559,7.0|
673.0322,168.51997,857.4722,298.95032,0.992743,0.90307903,7.0|
686.58765,167.57684,876.8396,306.06015,0.9915398,0.88637596,7.0|
685.8712,160.56573,900.92084,316.16763,0.9974166,0.7608226,7.0|
688.3054,151.3955,937.572,324.7176,0.88366854,0.83099973,7.0|
704.35,138.80676,986.7095,348.8317,0.9952245,0.9234544,7.0|
696.68976,125.74769,1040.0771,366.60782,0.9080338,0.641945,7.0|
711.91113,94.70409,1103.7236,375.6707,0.92109185,0.9344683,7.0|
716.6767,46.47197,1200.151,387.12543,0.9904841,0.9369813,7.0|
729.92957,61.214542,1224.894,383.81497,0.9562179,0.91116166,7.0|
724.3791,25.407635,1222.5948,391.25006,0.9718034,0.95928407,7.0|
738.3014,26.948837,1218.2029,395.21445,0.97976935,0.9507863,7.0|
699.10297,0.9275531,1219.2151,398.05576,0.97123915,0.9405716,6.0|


382.09006,179.75302,459.6949,249.6187,0.93303406,0.5020607,7.0|
368.79013,180.4826,450.11047,256.27057,0.9722329,0.23464163,7.0|
346.69574,179.9235,447.83063,250.17618,0.9731819,0.8950391,5.0|
341.66278,173.42743,441.6973,256.81577,0.9862428,0.7972674,5.0|
326.17273,170.61446,435.46024,261.5942,0.95172423,0.3518317,2.0|333.91586,172.75743,435.08774,252.66646,0.95124656,0.2898091,5.0|
310.614,166.47891,425.48624,262.65234,0.99076945,0.6833563,5.0|
291.74088,169.72937,425.21573,267.64954,0.9878614,0.40624332,2.0|289.5174,169.5031,417.7522,270.25174,0.97976536,0.34117728,7.0|
262.83356,170.90086,409.9692,271.00906,0.996743,0.75199866,2.0|
250.79324,169.34656,412.0185,278.7396,0.9420473,0.60282433,2.0|
381.0132,203.41087,406.06155,243.25798,0.8654266,0.990628,2.0|712.3778,183.66493,932.5077,270.54834,0.8478601,0.92397743,2.0|214.63959,170.63809,399.09647,288.2715,0.99451596,0.5455892,7.0|212.40337,186.02972,399.86426,294.5999,0.8703411,0.5083056,2.0|
180.02916,173.17097,390.65225,297.64197,0.9647847,0.95833534,2.0|714.8924,185.6174,968.3922,274.80453,0.9537773,0.9394221,2.0|374.52478,203.91159,401.57834,240.25978,0.84642565,0.9967039,2.0|
731.8945,186.52452,992.2024,285.31787,0.98621607,0.98978335,2.0|359.3318,199.21606,398.784,240.30562,0.84764135,0.988668,2.0|460.1325,195.35478,503.35065,229.39288,0.917594,0.87063783,2.0|137.5943,169.52731,376.83954,304.75952,0.9911007,0.7569168,2.0|
